0.0668606,-70.8,-7.81,1009.28
0.6337991,-39.06,1.95,1017.58
1.208247,-42.97,-18.07,1020.51
1.7902046,-53.22,-5.86,1009.28
2.3833686,-47.85,-25.39,1011.23
2.9473789,-42.48,-20.51,1029.79
3.5287505,-49.32,-17.09,1022.95
4.1012201,-44.43,-3.42,1025.39
4.67164,-30.27,0,1015.62
5.2527749,-50.29,-15.63,1021.97
5.8204057,-51.27,-6.84,1040.04
6.401762,-50.29,-10.74,1089.36
6.9810692,-51.76,10.74,1036.13
7.5479368,-64.94,-20.02,1002.44
8.1205831,-48.83,-9.77,1002.93
8.7020124,-60.06,-29.3,1028.32
9.2835657,-50.29,-9.77,1023.93
9.8482983,-51.27,-6.84,1008.3
10.43556,-50.29,-8.79,1007.32
11.0115637,-45.9,-19.04,976.56
11.5859122,-28.81,-12.21,960.45
12.1526562,-56.15,-2.93,1011.23
12.7361817,-57.13,-1.95,1011.23
13.3091778,-43.46,-4.39,1001.46
13.8904601,-50.78,-10.25,1012.21
14.4690228,-52.25,-21.97,1014.65
15.0355993,-59.08,-9.77,1007.81
15.6120146,-45.41,-14.16,1039.06
16.1933547,-54.2,7.81,1019.04
16.7586112,-31.25,-13.18,999.02
17.3396534,-51.27,-5.37,1012.21
17.9186639,-52.25,-6.84,1015.62
18.4893924,-50.78,-12.7,1010.25
19.0711577,-49.8,-24.41,1019.53
19.637925,-43.46,-4.88,1015.62
20.2287695,-48.83,-20.51,1013.67
20.8025542,-56.64,-10.25,1018.07
21.3681765,-39.55,7.32,1021.97
21.9438618,-65.92,-10.74,1024.41
22.5273829,-43.46,-13.18,1022.95
23.0995281,-50.78,-10.74,1018.07
23.6793371,-51.76,-17.58,1020.02
24.2526072,-53.22,-23.44,1009.77
24.8363489,-45.9,-18.07,1021.48
25.3999733,-53.22,-15.14,1019.04
25.9809485,-46.88,-14.16,1017.09
26.5611957,-49.32,-18.55,1027.34
27.1284518,-56.64,-10.74,1020.02
27.7114672,-48.34,-18.55,1011.72
28.277659,-50.78,-19.04,1014.16
28.8583342,-51.27,-22.46,1013.67
29.4406808,-46.39,-22.95,1030.27
30.0058789,-59.57,-0.98,1028.32
